11 0.8 8 0.25 1 8 8 4.2 4.2 4.2 4.2
12 0.951 12 0.69 1.97 12 10 1.8 1.8 1.8 1.8
13 0.951 12 0.69 1.97 12 10 1.8 1.8 1.8 1.8
14 0.951 12 0.69 1.97 12 10 1.8 1.8 1.8 1.8
16 0.12 4 0.024 0.12 4 2 0.6 0.6 0.6 0.6
17 0.12 4 0.024 0.12 4 2 0.6 0.6 0.6 0.6
18 0.12 4 0.024 0.12 4 2 0.6 0.6 0.6 0.6
19 0.12 4 0.024 0.12 4 2 0.6 0.6 0.6 0.6
20 0.12 4 0.024 0.12 4 2 0.6 0.6 0.6 0.6
21 1.55 8 0.543 1.55 8 8 1.8 1.8 1.8 1.8
22 1.55 8 0.543 1.55 8 8 1.8 1.8 1.8 1.8
23 4 1 1 4 1 1 12 12 12 12
24 4 1 1 4 1 1 12 12 12 12
25 0.5 1 0.1 0.5 1 1 0.5 0.5 0.5 0.5
26 0.5 1 0.1 0.5 1 1 0.5 0.5 0.5 0.5
27 0.5 1 0.1 0.5 1 1 0.5 0.5 0.5 0.5
28 0.5 1 0.1 0.5 1 1 0.5 0.5 0.5 0.5
29 0.5 1 0.1 0.5 1 1 0.5 0.5 0.5 0.5
30 0.5 1 0.1 0.5 1 1 0.5 0.5 0.5 0.5
31 1.55 8 0.543 1.55 8 8 1.8 1.8 1.8 1.8
32 1.55 8 0.543 1.55 8 8 1.8 1.8 1.8 1.8
33 3.5 24 1.4 3.5 24 48 2.4 2.4 2.4 2.4;
param: ThermalGenerator MinimumReactivePowerOutput MaximumReactivePowerOutput := 
1 0 0.1
2 0 0.1
3 -0.25 0.3
4 -0.25 0.3
5 0 0.1
6 0 0.1
7 -0.25 0.3
8 -0.25 0.3
9 0 0.6
10 0 0.6
11 0 0.6
12 0 0.8
13 0 0.8
14 0 0.8
16 0 0.06
17 0 0.06
18 0 0.06
19 0 0.06
20 0 0.06
21 -0.5 0.8
22 -0.5 0.8
23 -0.5 2
24 -0.5 2
25 -0.1 0.16
26 -0.1 0.16
27 -0.1 0.16
28 -0.1 0.16
29 -0.1 0.16
30 -0.1 0.16
31 -0.5 0.8
32 -0.5 0.8
33 -0.25 1.5; 
param: SynchronousCondenser MinimumSynchronousCondenserOutput MaximumSynchronousCondenserOutput := 
SC15 -0.5 2;
param: Bus TimePeriod Demand :=
101 1 0.6912
101 2 0.648
101 3 0.6264
101 4 0.6048
101 5 0.6048
101 6 0.6264
101 7 0.6912
101 8 0.8208
101 9 0.9396
101 10 1.026
101 11 1.0692
101 12 1.08
101 13 1.0692
101 14 1.08
101 15 1.08
101 16 1.0476
101 17 1.0368
101 18 1.0368
101 19 1.0044
101 20 0.9936
101 21 0.9936
101 22 1.0044
101 23 0.9396
101 24 0.7776
102 1 0.6208
102 2 0.582
102 3 0.5626
102 4 0.5432
102 5 0.5432
102 6 0.5626
102 7 0.6208
102 8 0.7372
102 9 0.8439
102 10 0.9215
102 11 0.9603
102 12 0.97
102 13 0.9603
102 14 0.97
102 15 0.97
102 16 0.9409
102 17 0.9312
102 18 0.9312
102 19 0.9021
102 20 0.8924
102 21 0.8924
102 22 0.9021
102 23 0.8439
102 24 0.6984
103 1 1.152
103 2 1.08
103 3 1.044
103 4 1.008
103 5 1.008
103 6 1.044
103 7 1.152
103 8 1.368
103 9 1.566
103 10 1.71
103 11 1.782
103 12 1.8
103 13 1.782
103 14 1.8
103 15 1.8
103 16 1.746
103 17 1.728
103 18 1.728
103 19 1.674
103 20 1.656
103 21 1.656
103 22 1.674
103 23 1.566
103 24 1.296
104 1 0.4736
104 2 0.444
104 3 0.4292
104 4 0.4144
104 5 0.4144
104 6 0.4292
104 7 0.4736
104 8 0.5624
104 9 0.6438
104 10 0.703
104 11 0.7326
104 12 0.74
104 13 0.7326
104 14 0.74
104 15 0.74
104 16 0.7178
104 17 0.7104
104 18 0.7104
104 19 0.6882
104 20 0.6808
104 21 0.6808
104 22 0.6882
104 23 0.6438
104 24 0.5328
105 1 0.4544
105 2 0.426
105 3 0.4118
105 4 0.3976
105 5 0.3976
105 6 0.4118
105 7 0.4544
105 8 0.5396
105 9 0.6177
105 10 0.6745
105 11 0.7029
105 12 0.71
105 13 0.7029
105 14 0.71
105 15 0.71
105 16 0.6887
105 17 0.6816
105 18 0.6816
105 19 0.6603
105 20 0.6532
105 21 0.6532
105 22 0.6603
105 23 0.6177
105 24 0.5112
106 1 0.8704
106 2 0.816
106 3 0.7888
106 4 0.7616
106 5 0.7616
106 6 0.7888
106 7 0.8704
106 8 1.0336
106 9 1.1832
106 10 1.292
106 11 1.3464
106 12 1.36
106 13 1.3464
106 14 1.36
106 15 1.36
106 16 1.3192
106 17 1.3056
106 18 1.3056
106 19 1.2648
106 20 1.2512
106 21 1.2512
106 22 1.2648
106 23 1.1832
106 24 0.9792
107 1 0.8
107 2 0.75
107 3 0.725
107 4 0.7
107 5 0.7
107 6 0.725
107 7 0.8
107 8 0.95
107 9 1.0875
107 10 1.1875
107 11 1.2375
107 12 1.25
107 13 1.2375
107 14 1.25
107 15 1.25
107 16 1.2125
107 17 1.2
107 18 1.2
107 19 1.1625
107 20 1.15
107 21 1.15
107 22 1.1625
107 23 1.0875
107 24 0.9
108 1 1.0944
108 2 1.026
108 3 0.9918
108 4 0.9576
108 5 0.9576
108 6 0.9918
108 7 1.0944
108 8 1.2996
108 9 1.4877
108 10 1.6245
108 11 1.6929
108 12 1.71
108 13 1.6929
108 14 1.71
108 15 1.71
108 16 1.6587
108 17 1.6416
108 18 1.6416
108 19 1.5903
108 20 1.5732
108 21 1.5732
108 22 1.5903
108 23 1.4877
108 24 1.2312
109 1 1.12
109 2 1.05
109 3 1.015
109 4 0.98
109 5 0.98
109 6 1.015
109 7 1.12
109 8 1.33
109 9 1.5225
109 10 1.6625
109 11 1.7325
109 12 1.75
109 13 1.7325
109 14 1.75
109 15 1.75
109 16 1.6975
109 17 1.68
109 18 1.68
109 19 1.6275
109 20 1.61
109 21 1.61
109 22 1.6275
109 23 1.5225
109 24 1.26
110 1 1.248
110 2 1.17
110 3 1.131
110 4 1.092
110 5 1.092
110 6 1.131
110 7 1.248
110 8 1.482
110 9 1.6965
110 10 1.8525
110 11 1.9305
110 12 1.95
110 13 1.9305
110 14 1.95
110 15 1.95
110 16 1.8915
110 17 1.872
110 18 1.872
110 19 1.8135
110 20 1.794
110 21 1.794
110 22 1.8135
110 23 1.6965
110 24 1.404
111 1 0
111 2 0
111 3 0
111 4 0
111 5 0
111 6 0
111 7 0
111 8 0
111 9 0
111 10 0
111 11 0
111 12 0
111 13 0
111 14 0
111 15 0
111 16 0
111 17 0
111 18 0
111 19 0
111 20 0
111 21 0
111 22 0
111 23 0
111 24 0
112 1 0
112 2 0
112 3 0
112 4 0
112 5 0
112 6 0
112 7 0
112 8 0
112 9 0
112 10 0
112 11 0
112 12 0
112 13 0
112 14 0
112 15 0
112 16 0
112 17 0
112 18 0
112 19 0
112 20 0
112 21 0
112 22 0
112 23 0
112 24 0
113 1 1.696
113 2 1.59
113 3 1.537
113 4 1.484
113 5 1.484
113 6 1.537
113 7 1.696
113 8 2.014
113 9 2.3055
113 10 2.5175
113 11 2.6235
113 12 2.65
113 13 2.6235
113 14 2.65
113 15 2.65
113 16 2.5705
113 17 2.544
113 18 2.544
113 19 2.4645
113 20 2.438
113 21 2.438
113 22 2.4645
113 23 2.3055
113 24 1.908
114 1 1.2416
114 2 1.164
114 3 1.1252
114 4 1.0864
114 5 1.0864
114 6 1.1252
114 7 1.2416
114 8 1.4744
114 9 1.6878
114 10 1.843
114 11 1.9206
114 12 1.94
114 13 1.9206
114 14 1.94
114 15 1.94
114 16 1.8818
114 17 1.8624
114 18 1.8624
114 19 1.8042
114 20 1.7848
114 21 1.7848
114 22 1.8042
114 23 1.6878
114 24 1.3968
115 1 2.0288
115 2 1.902
115 3 1.8386
115 4 1.7752
115 5 1.7752
115 6 1.8386
115 7 2.0288
115 8 2.4092
115 9 2.7579
115 10 3.0115
115 11 3.1383
115 12 3.17
115 13 3.1383
115 14 3.17
115 15 3.17
115 16 3.0749
115 17 3.0432
115 18 3.0432
115 19 2.9481
115 20 2.9164
115 21 2.9164
115 22 2.9481
115 23 2.7579
115 24 2.2824
116 1 0.64
116 2 0.6
116 3 0.58
116 4 0.56
116 5 0.56
116 6 0.58
116 7 0.64
116 8 0.76
116 9 0.87
116 10 0.95
116 11 0.99
116 12 1
116 13 0.99
116 14 1
116 15 1
116 16 0.97
116 17 0.96
116 18 0.96
116 19 0.93
116 20 0.92
116 21 0.92
116 22 0.93
116 23 0.87
116 24 0.72
117 1 0
117 2 0
117 3 0
117 4 0
117 5 0
117 6 0
117 7 0
117 8 0
117 9 0
117 10 0
117 11 0
117 12 0
117 13 0
117 14 0
117 15 0
117 16 0
117 17 0
117 18 0
117 19 0
117 20 0
117 21 0
117 22 0
117 23 0
117 24 0
118 1 2.1312
118 2 1.998
118 3 1.9314
118 4 1.8648
118 5 1.8648
118 6 1.9314
118 7 2.1312
118 8 2.5308
118 9 2.8971
118 10 3.1635
118 11 3.2967
118 12 3.33
118 13 3.2967
118 14 3.33
118 15 3.33
118 16 3.2301
118 17 3.1968
118 18 3.1968
118 19 3.0969
118 20 3.0636
118 21 3.0636
118 22 3.0969
118 23 2.8971
118 24 2.3976
119 1 1.1584
119 2 1.086
119 3 1.0498
119 4 1.0136
119 5 1.0136
119 6 1.0498
119 7 1.1584
119 8 1.3756
119 9 1.5747
119 10 1.7195
119 11 1.7919
119 12 1.81
119 13 1.7919
119 14 1.81
119 15 1.81
119 16 1.7557
119 17 1.7376
119 18 1.7376
119 19 1.6833
119 20 1.6652
119 21 1.6652
119 22 1.6833
119 23 1.5747
119 24 1.3032
120 1 0.8192
120 2 0.768
120 3 0.7424
120 4 0.7168
120 5 0.7168
120 6 0.7424
120 7 0.8192
120 8 0.9728
120 9 1.1136
120 10 1.216
120 11 1.2672
120 12 1.28
120 13 1.2672
120 14 1.28
120 15 1.28
120 16 1.2416
120 17 1.2288
120 18 1.2288
120 19 1.1904
120 20 1.1776
120 21 1.1776
120 22 1.1904
120 23 1.1136
120 24 0.9216
121 1 0
121 2 0
121 3 0
121 4 0
121 5 0
121 6 0
121 7 0
121 8 0
121 9 0
121 10 0
121 11 0
121 12 0
121 13 0
121 14 0
121 15 0
121 16 0
121 17 0
121 18 0
121 19 0
121 20 0
121 21 0
121 22 0
121 23 0
121 24 0
122 1 0
122 2 0
122 3 0
122 4 0
122 5 0
122 6 0
122 7 0
122 8 0
122 9 0
122 10 0
122 11 0
122 12 0
122 13 0
122 14 0
122 15 0
122 16 0
122 17 0
122 18 0
122 19 0
122 20 0
122 21 0
122 22 0
122 23 0
122 24 0
123 1 0
123 2 0
123 3 0
123 4 0
123 5 0
123 6 0
123 7 0
123 8 0
123 9 0
123 10 0
123 11 0
123 12 0
123 13 0
123 14 0
123 15 0
123 16 0
123 17 0
123 18 0
123 19 0
123 20 0
123 21 0
123 22 0
123 23 0
123 24 0
124 1 0
124 2 0
124 3 0
124 4 0
124 5 0
124 6 0
124 7 0
124 8 0
124 9 0
124 10 0
124 11 0
124 12 0
124 13 0
124 14 0
124 15 0
124 16 0
124 17 0
124 18 0
124 19 0
124 20 0
124 21 0
124 22 0
124 23 0
124 24 0;
param: Bus TimePeriod ReactiveDemand :=
101 1 0.1408
101 2 0.132
101 3 0.1276
101 4 0.1232
101 5 0.1232
101 6 0.1276
101 7 0.1408
101 8 0.1672
101 9 0.1914
101 10 0.209
101 11 0.2178
101 12 0.22
101 13 0.2178
101 14 0.22
101 15 0.22
101 16 0.2134
101 17 0.2112
101 18 0.2112
101 19 0.2046
101 20 0.2024
101 21 0.2024
101 22 0.2046
101 23 0.1914
101 24 0.1584
102 1 0.128
102 2 0.12
102 3 0.116
102 4 0.112
102 5 0.112
102 6 0.116
102 7 0.128
102 8 0.152
102 9 0.174
102 10 0.19
102 11 0.198
102 12 0.2
102 13 0.198
102 14 0.2
102 15 0.2
102 16 0.194
102 17 0.192
102 18 0.192
102 19 0.186
102 20 0.184
102 21 0.184
102 22 0.186
102 23 0.174
102 24 0.144
103 1 0.2368
103 2 0.222
103 3 0.2146
103 4 0.2072
103 5 0.2072
103 6 0.2146
103 7 0.2368
103 8 0.2812
103 9 0.3219
103 10 0.3515
103 11 0.3663
103 12 0.37
103 13 0.3663
103 14 0.37
103 15 0.37
103 16 0.3589
103 17 0.3552
103 18 0.3552
103 19 0.3441
103 20 0.3404
103 21 0.3404
103 22 0.3441
103 23 0.3219
103 24 0.2664
104 1 0.096
104 2 0.09
104 3 0.087
104 4 0.084
104 5 0.084
104 6 0.087
104 7 0.096
104 8 0.114
104 9 0.1305
104 10 0.1425
104 11 0.1485
104 12 0.15
104 13 0.1485
104 14 0.15
104 15 0.15
104 16 0.1455
104 17 0.144
104 18 0.144
104 19 0.1395
104 20 0.138
104 21 0.138
104 22 0.1395
104 23 0.1305
104 24 0.108
105 1 0.0896
105 2 0.084
105 3 0.0812
105 4 0.0784
105 5 0.0784
105 6 0.0812
105 7 0.0896
105 8 0.1064
105 9 0.1218
105 10 0.133
105 11 0.1386
105 12 0.14
105 13 0.1386
105 14 0.14
105 15 0.14
105 16 0.1358
105 17 0.1344
105 18 0.1344
105 19 0.1302
105 20 0.1288
105 21 0.1288
105 22 0.1302
105 23 0.1218
105 24 0.1008
106 1 0.1792
106 2 0.168
106 3 0.1624
106 4 0.1568
106 5 0.1568
106 6 0.1624
106 7 0.1792
106 8 0.2128
106 9 0.2436
106 10 0.266
106 11 0.2772
106 12 0.28
106 13 0.2772
106 14 0.28
106 15 0.28
106 16 0.2716
106 17 0.2688
106 18 0.2688
106 19 0.2604
106 20 0.2576
106 21 0.2576
106 22 0.2604
106 23 0.2436
106 24 0.2016
107 1 0.16
107 2 0.15
107 3 0.145
107 4 0.14
107 5 0.14
107 6 0.145
107 7 0.16
107 8 0.19
107 9 0.2175
107 10 0.2375
107 11 0.2475
107 12 0.25
107 13 0.2475
107 14 0.25
107 15 0.25
107 16 0.2425
107 17 0.24
107 18 0.24
107 19 0.2325
107 20 0.23
107 21 0.23
107 22 0.2325
107 23 0.2175
107 24 0.18
108 1 0.224
108 2 0.21
108 3 0.203
108 4 0.196
108 5 0.196
108 6 0.203
108 7 0.224
108 8 0.266
108 9 0.3045
108 10 0.3325
108 11 0.3465
108 12 0.35
108 13 0.3465
108 14 0.35
108 15 0.35
108 16 0.3395
108 17 0.336
108 18 0.336
108 19 0.3255
108 20 0.322
108 21 0.322
108 22 0.3255
108 23 0.3045
108 24 0.252
109 1 0.2304
109 2 0.216
109 3 0.2088
109 4 0.2016
109 5 0.2016
109 6 0.2088
109 7 0.2304
109 8 0.2736
109 9 0.3132
109 10 0.342
109 11 0.3564
109 12 0.36
109 13 0.3564
109 14 0.36
109 15 0.36
109 16 0.3492
109 17 0.3456
109 18 0.3456
109 19 0.3348
109 20 0.3312
109 21 0.3312
109 22 0.3348
109 23 0.3132
109 24 0.2592
110 1 0.256
110 2 0.24
110 3 0.232
110 4 0.224
110 5 0.224
110 6 0.232
110 7 0.256
110 8 0.304
110 9 0.348
110 10 0.38
110 11 0.396
110 12 0.4
110 13 0.396
110 14 0.4
110 15 0.4
110 16 0.388
110 17 0.384
110 18 0.384
110 19 0.372
110 20 0.368
110 21 0.368
110 22 0.372
110 23 0.348
110 24 0.288
111 1 0
111 2 0
111 3 0
111 4 0
111 5 0
111 6 0
111 7 0
111 8 0
111 9 0
111 10 0
111 11 0
111 12 0
111 13 0
111 14 0
111 15 0
111 16 0
111 17 0
111 18 0
111 19 0
111 20 0
111 21 0
111 22 0
111 23 0
111 24 0
112 1 0
112 2 0
112 3 0
112 4 0
112 5 0
112 6 0
112 7 0
112 8 0
112 9 0
112 10 0
112 11 0
112 12 0
112 13 0
112 14 0
112 15 0
112 16 0
112 17 0
112 18 0
112 19 0
112 20 0
112 21 0
112 22 0
112 23 0
112 24 0
113 1 0.3456
113 2 0.324
113 3 0.3132
113 4 0.3024
113 5 0.3024
113 6 0.3132
113 7 0.3456
113 8 0.4104
113 9 0.4698
113 10 0.513
113 11 0.5346
113 12 0.54
113 13 0.5346
113 14 0.54
113 15 0.54
113 16 0.5238
113 17 0.5184
113 18 0.5184
113 19 0.5022
113 20 0.4968
113 21 0.4968
113 22 0.5022
113 23 0.4698
113 24 0.3888
114 1 0.2496
114 2 0.234
114 3 0.2262
114 4 0.2184
114 5 0.2184
114 6 0.2262
114 7 0.2496
114 8 0.2964
114 9 0.3393
114 10 0.3705
114 11 0.3861
114 12 0.39
114 13 0.3861
114 14 0.39
114 15 0.39
114 16 0.3783
114 17 0.3744
114 18 0.3744
114 19 0.3627
114 20 0.3588
114 21 0.3588
114 22 0.3627
114 23 0.3393
114 24 0.2808
115 1 0.4096
115 2 0.384
115 3 0.3712
115 4 0.3584
115 5 0.3584
115 6 0.3712
115 7 0.4096
115 8 0.4864
115 9 0.5568
115 10 0.608
115 11 0.6336
115 12 0.64
115 13 0.6336
115 14 0.64
115 15 0.64
115 16 0.6208
115 17 0.6144
115 18 0.6144
115 19 0.5952
115 20 0.5888
115 21 0.5888
115 22 0.5952
115 23 0.5568
115 24 0.4608
116 1 0.128
116 2 0.12
116 3 0.116
116 4 0.112
116 5 0.112
116 6 0.116
116 7 0.128
116 8 0.152
116 9 0.174
116 10 0.19
116 11 0.198
116 12 0.2
116 13 0.198
116 14 0.2
116 15 0.2
116 16 0.194
116 17 0.192
116 18 0.192
116 19 0.186
116 20 0.184
116 21 0.184
116 22 0.186
116 23 0.174
116 24 0.144
117 1 0
117 2 0
117 3 0
117 4 0
117 5 0
117 6 0
117 7 0
117 8 0
117 9 0
117 10 0
117 11 0
117 12 0
117 13 0
117 14 0
117 15 0
117 16 0
117 17 0
117 18 0
117 19 0
117 20 0
117 21 0
117 22 0
117 23 0
117 24 0
118 1 0.4352
118 2 0.408
118 3 0.3944
118 4 0.3808
118 5 0.3808
118 6 0.3944
118 7 0.4352
118 8 0.5168
118 9 0.5916
118 10 0.646
118 11 0.6732
118 12 0.68
118 13 0.6732
118 14 0.68
118 15 0.68
118 16 0.6596
118 17 0.6528
118 18 0.6528
118 19 0.6324
118 20 0.6256
118 21 0.6256
118 22 0.6324
118 23 0.5916
118 24 0.4896
119 1 0.2368
119 2 0.222
119 3 0.2146
119 4 0.2072
119 5 0.2072
119 6 0.2146
119 7 0.2368
119 8 0.2812
119 9 0.3219
119 10 0.3515
119 11 0.3663
119 12 0.37
119 13 0.3663
119 14 0.37
119 15 0.37
119 16 0.3589
119 17 0.3552
119 18 0.3552
119 19 0.3441
119 20 0.3404
119 21 0.3404
119 22 0.3441
119 23 0.3219
119 24 0.2664
120 1 0.1664
120 2 0.156
120 3 0.1508
120 4 0.1456
120 5 0.1456
120 6 0.1508
120 7 0.1664
120 8 0.1976
120 9 0.2262
120 10 0.247
120 11 0.2574
120 12 0.26
120 13 0.2574
120 14 0.26
120 15 0.26
120 16 0.2522
120 17 0.2496
120 18 0.2496
120 19 0.2418
120 20 0.2392
120 21 0.2392
120 22 0.2418
120 23 0.2262
120 24 0.1872
121 1 0
121 2 0
121 3 0
121 4 0
121 5 0
121 6 0
121 7 0
121 8 0
121 9 0
121 10 0
121 11 0
121 12 0
121 13 0
121 14 0
121 15 0
121 16 0
121 17 0
121 18 0
121 19 0
121 20 0
121 21 0
121 22 0
121 23 0
121 24 0
122 1 0
122 2 0
122 3 0
122 4 0
122 5 0
122 6 0
122 7 0
122 8 0
122 9 0
122 10 0
122 11 0
122 12 0
122 13 0
122 14 0
122 15 0
122 16 0
122 17 0
122 18 0
122 19 0
122 20 0
122 21 0
122 22 0
122 23 0
122 24 0
123 1 0
123 2 0
123 3 0
123 4 0
123 5 0
123 6 0
123 7 0
123 8 0
123 9 0
123 10 0
123 11 0
123 12 0
123 13 0
123 14 0
123 15 0
123 16 0
123 17 0
123 18 0
123 19 0
123 20 0
123 21 0
123 22 0
123 23 0
123 24 0
124 1 0
124 2 0
124 3 0
124 4 0
124 5 0
124 6 0
124 7 0
124 8 0
124 9 0
124 10 0
124 11 0
124 12 0
124 13 0
124 14 0
124 15 0
124 16 0
124 17 0
124 18 0
124 19 0
124 20 0
124 21 0
124 22 0
124 23 0
124 24 0;
param: ReserveRequirement :=
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0;
param: ThermalGenerator ProductionCostA0 ProductionCostA1 ProductionCostA2 := 
1 400.6849 130.0000 0.0
2 400.6849 130.0000 0.0
3 212.3076 16.0811 0.014142
4 212.3076 16.0811 0.014142
5 400.6849 130.0000 0.0
6 400.6849 130.0000 0.0
7 212.3076 16.0811 0.014142
8 212.3076 16.0811 0.014142
9 781.5210 43.6615 0.052672
10 781.5210 43.6615 0.052672
11 781.5210 43.6615 0.052672
12 832.7575 48.5804 0.007170
13 832.7575 48.5804 0.007170
14 832.7575 48.5804 0.007170
15 0.0000 0.0000 0.0
16 86.3852 56.5640 0.328412
17 86.3852 56.5640 0.328412
18 86.3852 56.5640 0.328412
19 86.3852 56.5640 0.328412
20 86.3852 56.5640 0.328412
21 382.2391 12.3883 0.008342
22 382.2391 12.3883 0.008342
23 395.3749 4.4231 0.000213
24 395.3749 4.4231 0.000213
25 0.0010 0.0010 0.0
26 0.0010 0.0010 0.0
27 0.0010 0.0010 0.0
28 0.0010 0.0010 0.0
29 0.0010 0.0010 0.0
30 0.0010 0.0010 0.0
31 382.2391 12.3883 0.008342
32 382.2391 12.3883 0.008342
33 665.1094 11.8495 0.004895;
set StartupCosts[1] := 50 50;
set StartupCosts[2] := 50 50;
set StartupCosts[3] := 894 894;
set StartupCosts[4] := 894 894;
set StartupCosts[5] := 50 50;
set StartupCosts[6] := 50 50;
set StartupCosts[7] := 894 894;
set StartupCosts[8] := 894 894;
set StartupCosts[9] := 1375 3113;
set StartupCosts[10] := 1375 3113;
set StartupCosts[11] := 1375 3113;
set StartupCosts[12] := 2436.5 4262.5;
set StartupCosts[13] := 2436.5 4262.5;
set StartupCosts[14] := 2436.5 4262.5;
set StartupCosts[15] := 0 0;
set StartupCosts[16] := 209 374;
set StartupCosts[17] := 209 374;
set StartupCosts[18] := 209 374;
set StartupCosts[19] := 209 374;
set StartupCosts[20] := 209 374;
set StartupCosts[21] := 390 1429.5;
set StartupCosts[22] := 390 1429.5;
set StartupCosts[23] := 0 0;
set StartupCosts[24] := 0 0;
set StartupCosts[25] := 0 0;
set StartupCosts[26] := 0 0;
set StartupCosts[27] := 0 0;
set StartupCosts[28] := 0 0;
set StartupCosts[29] := 0 0;
set StartupCosts[30] := 0 0;
set StartupCosts[31] := 390 1429.5;
set StartupCosts[32] := 390 1429.5;
set StartupCosts[33] := 2872.5 6702;
set StartupLags[1] := 1 2;
set StartupLags[2] := 1 2;
set StartupLags[3] := 4 16;
set StartupLags[4] := 4 16;
set StartupLags[5] := 1 2;
set StartupLags[6] := 1 2;
set StartupLags[7] := 4 16;
set StartupLags[8] := 4 16;
set StartupLags[9] := 8 16;
set StartupLags[10] := 8 16;
set StartupLags[11] := 8 16;
set StartupLags[12] := 10 20;
set StartupLags[13] := 10 20;
set StartupLags[14] := 10 20;
set StartupLags[16] := 2 6;
set StartupLags[17] := 2 6;
set StartupLags[18] := 2 6;
set StartupLags[19] := 2 6;
set StartupLags[20] := 2 6;
set StartupLags[21] := 8 19;
set StartupLags[22] := 8 19;
set StartupLags[23] := 1 2;
set StartupLags[24] := 1 2;
set StartupLags[25] := 1 2;
set StartupLags[26] := 1 2;
set StartupLags[27] := 1 2;
set StartupLags[28] := 1 2;
set StartupLags[29] := 1 2;
set StartupLags[30] := 1 2;
set StartupLags[31] := 8 19;
set StartupLags[32] := 8 19;
set StartupLags[33] := 48 96;
param NumTransmissionLines := 38;
param: Line BusFrom BusTo Resistance Reactance LineStatus ThermalLimit := 
1 101 102 0.003 0.014 1 1.75
2 101 103 0.055 0.211 1 1.75
3 101 105 0.022 0.085 1 1.75
4 102 104 0.033 0.127 1 1.75
5 102 106 0.05 0.192 1 1.75
6 103 109 0.031 0.119 1 1.75
7 103 124 0.002 0.084 1 4
8 104 109 0.027 0.104 1 1.75
9 105 110 0.023 0.088 1 1.75
10 106 110 0.014 0.061 1 4
11 107 108 0.016 0.061 1 1.75
12 108 109 0.043 0.165 1 1.75
13 108 110 0.043 0.165 1 1.75
14 109 111 0.002 0.084 1 4
15 109 112 0.002 0.084 1 4
16 110 111 0.002 0.084 1 4
17 110 112 0.002 0.084 1 4
18 111 113 0.006 0.048 1 5
19 111 114 0.005 0.042 1 5
20 112 113 0.006 0.048 1 5
21 112 123 0.012 0.097 1 5
22 113 123 0.011 0.087 1 5
23 114 116 0.005 0.059 1 5
24 115 116 0.002 0.017 1 5
25 115 121 0.006 0.049 1 5
26 115 121 0.006 0.049 1 5
27 115 124 0.007 0.052 1 5
28 116 117 0.003 0.026 1 5
29 116 119 0.003 0.023 1 5
30 117 118 0.002 0.014 1 5
31 117 122 0.014 0.105 1 5
32 118 121 0.003 0.026 1 5
33 118 121 0.003 0.026 1 5
